category,company,total_share_capital,total_reserves_and_surplus,total_shareholders_funds,long_term_borrowings,deferred_tax_liabilities_net,other_long_term_liabilities,long_term_provisions,total_non.current_liabilities,short_term_borrowings,trade_payables,other_current_liabilities,short_term_provisions,total_current_liabilities,total_capital_and_liabilities,tangible_assets,intangible_assets,capital_work.in.progress,fixed_assets,non.current_investments,deferred_tax_assets_net,long_term_loans_and_advances,other_non.current_assets,total_non.current_assets,current_investments,inventories,trade_receivables,cash_and_cash_equivalents,short_term_loans_and_advances,other_current_assets,total_current_assets,total_assets,contingent_liabilities,capital_goods,expenditure_in_foreign_currency,dividend_remittance_in_foreign_currency,other_earnings,bonus_equity_share_capital,revenueGross,less_levies,revenueNet,other_operating_revenues,total_oper_revenue,other_income,total_revenue,cogs,purchaseStock,operating_direct_expenses,changeInventory,employeeBenefits,financeCosts,depr_amort,other_expenses,total_expenses,netIncome_beforeExceptional_tax,exceptionalItems,EBT,current_tax,less_mat,deferred_tax,tax_earlier_years,total_tax,EAT_before_Extraordinary,earnings_continuing_operations,NetIncome,EPS_basic,EPS_diluted,dividendEquity,taxDividend,net_cashflow_from_operating_activities,net_cash_used_in_investing_activities,net_cash_used_from_financing_activities,net_inc.dec_in_cash_and_cash_equivalents,cash_and_equivalents_year_begin,cash_and_equivalents_year_end,fraud
0.2019230769230769,0.3714674838270344,0.0118467670504871,0.4107504391771802,0.4250709059519895,0.5176870885260424,0.0018758091975818,0.0,0.0005642787046123,0.5159488916194643,0.6102042070335703,0.4011156646159113,0.3153807260592577,0.0015246665458306,0.0,0.0,0.1239272786431854,0.0079228349926881,0.0222547788474954,0.1315781470179742,0.0020223060355723,0.0115763725751374,0.2684065071925331,0.0294413998181416,0.4350287682292465,0.0,0.2215592032911083,0.9580164191717976,0.0031214320879028,0.0764191698966408,0.0007725321888412,0.0,0.0,0.2234579363797836,0.0,0.0036840986609718,0.0,0.0,0.0,0.4220176124852059,0.0004758814622539,0.4202821746042856,9.49062461868026e-05,0.4215762973661511,0.0059183799723671,0.4208329162078286,0.2538353105804155,0.0295862781231647,0.0,0.7778841120272216,0.0131245409964227,0.1638621794871795,0.0365575335076144,0.5765355372617924,0.0,0.096267691983333,0.4911115915814564,0.060309218876197,0.1554737061203066,0.4843791368811225,0.3146274503755571,0.3253742282863022,0.2941150383609029,0.1385409478594496,0.0403856827258975,0.0403856827258975,0.0314685314685314,0.0314685314685314,0.0,0.0001463200507242,0.5122184307712244,0.5262546836244656,0.4898308701915381,0.5163507282441631,0.1734023607372126,0.3820020982009869,0.0
0.3942307692307692,0.0892066734763364,0.0646589902568644,0.388145049533004,0.4245776471555409,0.312569208158006,0.0018758091975818,0.0,0.0,0.3119349457048381,0.1017553202384122,0.0083574154441009,0.0097380928304176,0.0001386060496209,0.1183958362752415,0.2791184363359635,0.2284743970390856,0.0,0.0222547788474954,0.2277957441631775,0.0,0.0,0.001235030318982,0.0,0.2308816465851141,0.0,0.0082379536475092,0.0287939152480985,0.0016864112958133,0.015453407622739,0.0,0.0532028433919329,0.2791184363359635,0.0141187631196512,0.0,0.000182180703015,0.0,0.0,0.0,0.0644219774929289,0.0012978585334198,0.063024327810497,9.49062461868026e-05,0.0632183908045977,0.0063617429319695,0.0635799379317249,0.0165450822623959,0.0517506733358984,0.0,0.7016588142913232,0.0040273862263391,0.0072337962962962,0.0002282252375617,0.0148483172268679,0.0614255807399653,0.4548844022037651,0.4911115915814564,0.4331948771201107,0.1554737061203066,0.4843791368811225,0.3146274503755571,0.3213288980351252,0.2915694709299747,0.4969444367771675,0.5082545244806234,0.5082545244806234,0.3426573426573426,0.3426573426573426,0.0,0.0001463200507242,0.4829654666004362,0.5255686315900575,0.5199221042522542,0.517009441557491,0.1723503831020915,0.3817689647579945,1.0
0.5384615384615384,0.5628192032686414,0.0649542367877177,0.4784635753401369,0.5147874876685301,0.0007549980873381,0.0018758091975818,0.0083921135378601,0.0025515210991167,0.0124574180078121,0.0245376154681195,0.0182050688228127,0.0122155930832237,0.0022496828053864,0.0566661959613483,0.0934733848680258,0.0230101273030463,0.0001802920731585,0.0239590185174111,0.0248578177431291,5.055765088930908e-05,0.0419461868203724,0.0117327880303291,0.0001720282126268,0.0547976004333118,0.0,0.0262412936336605,0.0068513823493903,0.0015188176266641,0.0065507913436692,0.0,0.040002819227129,0.0934733848680258,0.0210620862263846,0.0,0.0144833658896997,0.0,0.0,0.0,0.044312049908728,0.0046831062080899,0.0398464138227559,9.49062461868026e-05,0.0399691079416661,0.0100839296393293,0.0439983982380618,0.0230478757884122,0.0295862781231647,0.0,0.6978553199842953,0.0137049584231598,0.0112179487179487,0.0016701937839744,0.0211173656981095,0.0601070896573936,0.444753297047776,0.4911115915814564,0.422660666897427,0.1554737061203066,0.4843791368811225,0.3102395237287351,0.3213288980351252,0.2865226839327686,0.4900052444174556,0.4829849057014441,0.4829849057014441,0.3199300699300699,0.3199300699300699,0.0,0.0001463200507242,0.4768427531693411,0.5258324977571376,0.5254815130982233,0.5167093610480861,0.1721433008904535,0.3813350775168698,0.0
0.1538461538461538,0.3289070480081716,0.0278884952268477,0.5499528625079206,0.5706079414666227,0.0796472648935956,0.0140685689818637,0.0088064077504886,0.0066241413150147,0.106412523351415,0.0447944616266923,0.0359670939353357,0.0557184750733137,0.0061519762024074,0.1415141917653467,0.3806524612488485,0.2293488428844511,0.0005709248983353,0.0230022523869321,0.2300057785302257,0.0016582909491693,0.0,0.0121984551997813,6.143864736673958e-05,0.2459044874349776,0.0,0.0499470490000407,0.0614310435027566,0.0102441630267416,0.0188045058139534,0.001920600858369,0.1404881290400531,0.3806524612488485,0.0092241240109801,0.0016199904706442,0.001123447668593,1.5701051970482023e-05,0.0,0.0139722724532851,0.3040259974724679,0.0253298723772442,0.2796748292653661,0.0037555757419634,0.2832440673206154,0.0070525642876291,0.2838622484733206,0.1624772350780438,0.0327150118466616,0.0,0.69280853291454,0.0313070052829831,0.0248397435897435,0.0075314328395369,0.0627447152355231,0.2649663835098031,0.4647602878432286,0.4911115915814564,0.4434637129341178,0.1591388313227934,0.485875033095049,0.317773801995774,0.3213288980351252,0.2967759102399219,0.5035248005741257,0.4963107662505849,0.4963107662505849,0.3321678321678322,0.3321678321678322,0.0018528186387413,0.0006177957697247,0.4948383474072954,0.5075465723784897,0.5275462839460066,0.5185830344726634,0.1766245599503003,0.3864963929075626,0.0
0.7019230769230769,0.0888661899897855,0.0046378309221533,0.490199007794429,0.5012999424531405,2.01332823290181e-05,0.0018758091975818,0.0,0.0,0.0017682141037552,0.0,0.0030006142196892,0.000222469410456,0.0,0.0031873474410441,0.0033644410622021,0.0,0.0,0.0222547788474954,0.0,0.0,0.0,0.0,0.0002580423189403,0.0002146120121409,0.0,6.109730764530977e-05,0.003058473177995,0.0008379683457457,3.0281007751937984e-05,0.0,0.0031716305201474,0.0033644410622021,0.0,0.0,0.0,0.0,0.0,0.0,0.0107018916370784,0.0,0.0106690397864192,9.49062461868026e-05,0.0107018916370784,0.0055884354442909,0.0104214636099709,0.0,0.0398837609606933,0.0,0.6959576626096061,0.0015398829688943,0.0072337962962962,3.1121623303871525e-05,0.0001626915693228,0.0104674101211804,0.453502887864312,0.4911115915814564,0.4317641629168108,0.1554737061203066,0.4843791368811225,0.3146274503755571,0.3213288980351252,0.2915694709299747,0.4955753677992768,0.4884752255438627,0.4884752255438627,0.3304195804195804,0.3304195804195804,0.0,0.0001463200507242,0.4783005420815066,0.5260963639242175,0.5237688737128527,0.5167020420112712,0.1720356181404017,0.3812444145112616,0.0
0.7980769230769231,0.7582567245488594,0.0586679460683003,0.4239386336824427,0.4577801298914831,0.0080935794962652,0.0018758091975818,0.0001699668564629,0.0020240431795878,0.0115783059110298,0.0513282674149478,0.3795776987906921,0.0212458286985539,9.595803435297628e-05,0.4520284037037784,0.3739736452116795,0.0432342294708585,2.003245257316853e-05,0.022613566146425,0.04349104327815,0.0174525010869894,0.0,7.086239535142686e-05,0.0006758251210341,0.0621148480853542,0.0,0.1303205572074457,0.0113083021449555,0.0028386177712136,0.160953649870801,0.0129721030042918,0.314847258301617,0.3739736452116795,0.1697481026965929,0.0,0.000141696102345,0.0,0.0,0.0,0.406160357866442,0.0166774821544451,0.389494945454909,0.046748105264585,0.4252071172092836,0.0131152949910296,0.4314445890479528,0.2975336715060346,0.077458941698224,0.0198030622616146,0.7580241460541814,0.0129231716851057,0.0174835292022792,0.0079671355657911,0.0025379884814368,0.4623273883811748,0.4377569533447628,0.4911115915814564,0.4153859466943578,0.1554737061203066,0.4843791368811225,0.3146274503755571,0.3213288980351252,0.2915694709299747,0.4799028402660852,0.4729020883892522,0.4729020883892522,0.3199300699300699,0.3199300699300699,0.0,0.0001463200507242,0.5140541649569143,0.5262810702411737,0.4885930747479058,0.5171631413306008,0.1729799130254711,0.3823906539393076,1.0
0.3653846153846153,0.9897854954034728,0.0416912705442377,0.444777011328453,0.4714731996053929,0.0903279711691397,0.0018758091975818,0.0,0.0,0.0913876984245911,0.042981791368822,0.0537291190478587,0.2454646577004752,0.0063012442558454,0.3469165439470658,0.3763067248768375,0.1890633261479643,0.0,0.022932488189918,0.1891911071461157,5.055765088930908e-05,0.0,0.000981950335584,0.0015974048315352,0.1930997128286885,0.0,0.0264551342104191,0.0446999879270795,0.0020320732384334,0.1154816698966408,0.0009549356223175,0.1881431361888076,0.3763067248768375,0.1031507347004682,0.0,1.0121150167505037e-05,0.0,0.0,0.0013261000602772,0.0105715030791759,0.0003460956089119,0.0102290793828555,9.49062461868026e-05,0.0102605765180237,0.0077330748767863,0.0120532585844428,0.007912418072004,0.0295862781231647,0.0,0.698067988483183,0.0175428205917888,0.0335091702279202,0.0065251670193783,0.0073211206195294,0.0608720157816337,0.4266216148737495,0.4911115915814564,0.4038075458636205,0.1554737061203066,0.4843791368811225,0.3134707034563598,0.3213288980351252,0.2902390349904652,0.4696513842501863,0.4629226566836073,0.4629226566836073,0.2902097902097902,0.2902097902097902,0.0,0.0001463200507242,0.4648294926894585,0.526091086600876,0.5366910313183588,0.5161604332869794,0.1735928763719196,0.3819826704140709,0.0
0.5096153846153846,0.4576098059244127,0.0082299970475346,0.4946139619706047,0.5072087717855969,0.0001409329763031,0.0018758091975818,0.0,8.58684985279686e-05,0.0019580223973786,0.0022735186285152,0.0001611068037417,5.056122964910507e-05,0.0,0.002400597123318,0.0142888612969119,0.0002338634237605,0.0,0.0222547788474954,0.0002331687634959,7.078071124503271e-05,0.0,0.0086553354322099,0.0,0.0090443633687954,0.0,0.0043277259582094,0.0001106684373616,0.000817019137102,0.0010699289405684,0.0,0.005467286896635,0.0142888612969119,0.0096177135475536,0.0,0.0,0.0,0.0,0.0,0.0002708070048745,0.0,0.0002699757021868,9.49062461868026e-05,0.0002708070048745,0.0057327861753242,0.0001401541695865,0.0,0.033889552661955,0.0,0.6924731710509097,0.0014925019544668,0.0077679843304843,5.1869372173119215e-05,0.004110673651558,0.0043480011272595,0.4511837192141458,0.4911643261315516,0.4294046382831429,0.1554737061203066,0.4843791368811225,0.3146274503755571,0.3213288980351252,0.2915694709299747,0.4933175080736426,0.486249714329245,0.486249714329245,0.3286713286713286,0.3286713286713286,0.0,0.0001463200507242,0.4772908882793771,0.5268879624254578,0.5236088139572107,0.5162116665446826,0.1725823151791261,0.3812314626533176,0.0
0.971153846153846,0.5352400408580184,0.0035060525538824,0.4916260116530062,0.5022504932587964,0.0,0.0018758091975818,0.0,0.0,0.0017482342833737,0.0,0.0,5.056122964910507e-05,0.0,1.008654253494987e-05,0.0020627227940881,0.000101679749461,0.0,0.0222547788474954,0.000101377723259,0.0002022306035572,0.0,0.0015690958970673,0.0,0.0018906296307651,0.0,0.000203657692151,0.0,0.0007855953241366,3.0281007751937984e-05,0.0,0.0002013733663585,0.0020627227940881,0.0,0.0,0.0,0.0,0.0,0.0,0.0002808368939439,0.0,0.0002799748022677,9.49062461868026e-05,0.0002808368939439,0.0055884354442909,1.0011012113324656e-05,1.028923026268405e-05,0.0295862781231647,0.0,0.6959494830519566,0.0014806567008599,0.0072337962962962,0.0,1.084610462152518e-05,2.012963484842385e-05,0.4534973396139528,0.4911115915814564,0.4317526248990423,0.1554737061203066,0.4843791368811225,0.3146274503755571,0.3213288980351252,0.2915694709299747,0.4955643269204229,0.4884643428484366,0.4884643428484366,0.3304195804195804,0.3304195804195804,0.0,0.0001463200507242,0.4782951428633134,0.5260963639242175,0.5237688737128527,0.5166947229744565,0.1720107682750051,0.3812120348664016,0.0
0.3461538461538461,0.4708886618998978,0.0061632713315618,0.500600165882759,0.5123160555738244,0.0075902474380398,0.0069119491084809,0.001667799779043,0.0,0.0157740681911269,0.0076808061774163,0.0149325868718093,0.005308929113156,0.0024415988740923,0.0300881563817554,0.065586574278047,0.0344592670923658,0.000480778861756,0.0224242061831011,0.03501586561369,8.089224142289453e-05,0.0,0.0006377615581628,0.0,0.0360241591807952,0.0,0.020233391715205,0.0036621191999678,0.002524379641559,0.0023821059431524,0.002950643776824,0.030447652993415,0.065586574278047,0.0036432262231551,8.470538408597597e-05,0.0002327864538526,0.0,0.0,0.0,0.2881486830755651,0.0005407743889249,0.2867641912227899,0.0027387231042477,0.2896030169906321,0.00653702596251,0.2897086795475022,0.256356171994773,0.0295862781231647,0.0152566638615971,0.6970619028922916,0.0073559024898723,0.0126424501424501,0.0026660857296983,0.0075163505027169,0.2856395184991344,0.4566043598151323,0.4911115915814564,0.4349832698742356,0.1570393028117392,0.4845115170770452,0.3150053210358283,0.3213288980351252,0.2933611246618475,0.4975351237958541,0.4904069039819781,0.4904069039819781,0.3321678321678322,0.3321678321678322,0.0005118283532434,0.0002926401014485,0.4806815973047103,0.5262441289777824,0.5212452648988956,0.5166727658640122,0.1720853178711948,0.3812638422981777,0.0
